date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-08-08,129.0,134.98,134.95,126.13,26290.55,3.45,2.62,133.52,137.029,151.306,27505.53,29170.28,33639.5,8.76
2016-08-05,135.97,135.97,131.5,131.28,22872.32,-5.03,-3.68,132.356,138.929,152.691,27640.11,29339.01,35992.33,7.62
2016-08-04,134.5,138.8,136.53,132.3,31969.88,1.71,1.27,133.696,141.399,155.111,28589.93,30691.26,37014.94,10.66
2016-08-03,129.85,135.98,134.82,127.5,35133.53,5.02,3.87,133.812,144.121,157.469,28384.09,31316.06,38449.59,11.71
2016-08-02,129.3,131.58,129.8,127.61,21261.35,0.67,0.52,135.118,147.836,160.024,30308.46,32337.12,41228.22,7.09
2016-08-01,135.99,136.08,129.13,126.0,26963.47,-9.07,-6.56,140.538,151.406,163.287,30835.04,32395.37,45937.35,8.99
2016-07-29,136.0,141.99,138.2,134.6,27621.44,1.09,0.8,145.502,154.872,165.829,31037.91,32440.91,48532.26,9.21
2016-07-28,141.35,142.88,137.11,133.0,30940.66,-4.24,-3.0,149.102,158.13,167.712,32792.59,33131.05,52376.53,10.31
2016-07-27,155.6,157.44,141.35,141.21,44755.4,-15.55,-9.91,154.43,161.367,169.615,34248.04,33315.65,59768.46,14.92
2016-07-26,153.5,159.29,156.9,153.5,23894.21,2.95,1.92,160.554,164.212,170.734,34365.78,33887.63,57725.82,7.96
2016-07-25,154.68,155.96,153.95,149.35,27977.85,-2.25,-1.44,162.274,165.582,170.331,33955.7,38108.73,56646.83,9.33
2016-07-22,162.1,164.88,156.2,154.89,36394.84,-7.55,-4.61,164.242,166.453,169.399,33843.9,42645.65,55331.41,12.13
2016-07-21,171.0,172.96,163.75,163.6,38217.88,-8.22,-4.78,167.158,168.823,167.74,33469.51,43338.61,53645.26,12.74
2016-07-20,165.22,175.85,171.97,165.22,45344.1,6.47,3.91,168.304,170.818,165.144,32383.27,45583.12,51798.67,15.11
2016-07-19,163.4,166.25,165.5,162.08,21843.83,1.71,1.04,167.87,172.212,161.628,33409.49,50119.31,49582.98,7.28
2016-07-18,169.01,169.71,163.79,162.88,27418.85,-6.99,-4.09,168.89,175.167,157.974,42261.75,59479.32,48524.21,9.14
2016-07-15,169.98,174.5,170.78,168.0,34522.87,1.3,0.77,168.664,176.786,153.986,51447.4,64623.61,47191.54,11.51
2016-07-14,168.0,171.87,169.48,165.7,32786.71,-0.32,-0.19,170.488,177.295,149.266,53207.72,71622.02,45494.7,10.93
2016-07-13,168.0,177.3,169.8,166.6,50475.18,-0.8,-0.47,173.332,177.864,144.264,58782.98,86221.27,43866.09,16.83
2016-07-12,161.38,173.1,170.6,155.05,66105.15,7.94,4.88,176.554,177.256,138.93,66829.13,81564.01,41352.66,22.04
2016-07-11,178.04,182.44,162.66,162.02,73347.11,-17.24,-9.58,181.444,175.08,133.27,76696.89,75184.92,38057.51,24.45
2016-07-08,182.3,185.38,179.9,179.56,43324.44,-3.8,-2.07,184.908,172.345,127.745,77799.82,68017.16,34402.23,14.44
2016-07-07,185.9,189.88,183.7,178.03,60663.01,-2.21,-1.19,184.102,166.656,121.122,90036.32,63951.91,32239.31,20.22
2016-07-06,190.01,191.7,185.91,183.6,90705.96,-9.14,-4.69,182.396,159.469,114.093,113659.55,58014.21,29207.25,30.24
2016-07-05,179.98,197.98,195.05,176.82,115443.95,15.07,8.37,177.958,151.044,106.757,96298.88,49046.66,24675.18,38.48
2016-07-04,175.98,185.8,179.98,175.98,78861.76,4.11,2.34,168.716,140.781,98.787,73672.95,37569.11,18905.63,26.29
2016-07-01,170.05,181.5,175.87,168.13,104506.93,0.7,0.4,159.782,131.185,91.408,58234.5,29759.47,14970.08,34.84
2016-06-30,172.0,179.0,175.17,166.58,178779.16,11.45,6.99,149.21,121.236,86.962,37867.51,19367.39,10257.61,59.59
2016-06-29,163.72,163.72,163.72,163.72,3902.58,14.88,10.0,136.542,110.663,82.062,2368.87,1510.92,895.3,1.3
2016-06-28,148.84,148.84,148.84,148.84,2314.34,13.53,10.0,124.13,100.604,77.258,1794.44,1141.32,718.4,0.77
2016-06-27,135.31,135.31,135.31,135.31,1669.49,12.3,10.0,112.846,91.459,72.784,1465.26,930.09,618.66,0.56
2016-06-24,123.01,123.01,123.01,123.01,2671.96,11.18,10.0,102.588,83.145,68.616,1284.44,787.31,548.6,0.89
2016-06-23,111.83,111.83,111.83,111.83,1285.98,10.17,10.0,93.262,75.587,64.731,867.27,526.71,396.93,0.43
2016-06-22,101.66,101.66,101.66,101.66,1030.43,9.24,10.0,84.784,68.716,61.108,652.98,400.29,328.54,0.34
2016-06-21,92.42,92.42,92.42,92.42,668.43,8.4,10.0,77.078,62.47,57.728,488.19,303.7,270.05,0.22
2016-06-20,84.02,84.02,84.02,84.02,765.41,7.64,10.0,70.072,56.792,54.575,394.92,242.15,233.84,0.26
2016-06-17,76.38,76.38,76.38,76.38,586.09,6.94,9.99,63.702,51.63,51.63,290.17,180.68,180.68,0.2
2016-06-16,69.44,69.44,69.44,69.44,214.52,6.31,9.99,57.912,48.88,48.88,186.15,135.63,135.63,0.07
2016-06-15,63.13,63.13,63.13,63.13,206.5,5.74,10.0,52.648,46.31,46.31,147.59,125.77,125.77,0.07
2016-06-14,57.39,57.39,57.39,57.39,202.08,5.22,10.01,47.862,43.907,43.907,119.2,114.24,114.24,0.07
2016-06-13,52.17,52.17,52.17,52.17,241.67,4.74,9.99,43.512,41.66,41.66,89.39,99.6,99.6,0.08
2016-06-08,47.43,47.43,47.43,47.43,66.0,4.31,9.99,39.558,39.558,39.558,71.19,71.19,71.19,0.02
2016-06-07,43.12,43.12,43.12,43.12,21.72,3.92,10.0,37.59,37.59,37.59,72.49,72.49,72.49,0.01
2016-06-06,39.2,39.2,39.2,39.2,64.54,3.56,9.99,35.747,35.747,35.747,89.41,89.41,89.41,0.02
2016-06-03,35.64,35.64,35.64,35.64,53.0,3.24,10.0,34.02,34.02,34.02,101.84,101.84,101.84,0.02
2016-06-02,27.0,32.4,32.4,27.0,150.68,9.9,44.0,32.4,32.4,32.4,150.68,150.68,150.68,0.05
